Card Name,Type,Mana Cost,Color Identity,Powep,Toughness,Abilities/Effects,Rarity,Set/Edition,Scryfall ID
March of the Returned,Sorcery,{3}{B},['B'],,,Return up to two target creature cards from your graveyard to your hand.,common,ths,983f7521-16e3-4057-a482-7d86392daa57
Marsh Hulk,Creature — Zombie Ogre,{4}{B}{B},['B'],4,6,Megamorph {6}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),common,dtk,ff347b25-7ce9-42c4-811d-86f3e9c55d75
Markov Crusader,Creature — Vampire Knight,{4}{B},['B'],4,3,"Lifelink
Markov Crusader has haste as long as you control another Vampire.",uncommon,emn,87d8354b-df56-4294-9f8a-b7c92e31b88e
Massacre Girl,Legendary Creature — Human Assassin,{3}{B}{B},['B'],4,4,"Menace
When Massacre Girl enters, each other creature gets -1/-1 until end of turn. Whenever a creature dies this turn, each creature other than Massacre Girl gets -1/-1 until end of turn.",rare,otc,fab14e57-8e49-49fd-ad3f-ac669318bb14
Maze Abomination,Creature — Elemental,{5}{B},['B'],4,5,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Multicolored creatures you control have deathtouch.",common,dgm,dd84659f-4209-42a2-800a-61706470ce54
Mephitic Vapors,Sorcery,{2}{B},['B'],,,"All creatures get -1/-1 until end of turn.
Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,rvr,20770a2a-0138-430b-a45d-96bd2e3e5b6b
Mind Rot,Sorcery,{2}{B},['B'],,,Target player discards two cards.,common,w16,8363865b-23f9-4cca-beb4-a5d467caff4c
Minotaur Abomination,Creature — Zombie Minotaur,{4}{B}{B},['B'],4,6,,common,m14,9dca75a1-443d-4f8e-b12b-2aada3a8e3e4
Moaning Wall,Creature — Zombie Wall,{2}{B},['B'],0,5,"Defender
Cycling {2} ({2}, Discard this card: Draw a card.)",common,hou,ef494f81-638a-4e5d-b987-0dde7f2a135c
Molderhulk,Creature — Fungus Zombie,{7}{B}{G},"['B', 'G']",6,6,"Undergrowth — This spell costs {1} less to cast for each creature card in your graveyard.
When Molderhulk enters, return target land card from your graveyard to the battlefield.",uncommon,grn,ba88e031-b194-4621-9e97-2f33ee46f6d0
Morkrut Necropod,Creature — Slug Horror,{5}{B},['B'],7,7,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever Morkrut Necropod attacks or blocks, sacrifice another creature or land.",uncommon,soi,f726f215-d0a5-4e2c-b874-9dc209479993
Mournwhelk,Creature — Elemental,{6}{B},['B'],3,3,"When Mournwhelk enters, target player discards two cards.
Evoke {3}{B} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.)",common,lrw,3a62a282-5f94-444b-9095-4c36fabdad57
Murder,Instant,{1}{B}{B},['B'],,,Destroy target creature.,uncommon,m19,45368bf3-d5e9-43e6-a67d-93c2e93acc72
Peppersmoke,Kindred Instant — Faerie,{B},['B'],,,"Target creature gets -1/-1 until end of turn. If you control a Faerie, draw a card.",common,mma,57f45251-e71e-4601-9b51-dbc08ab036c2
Phyrexian Rager,Creature — Phyrexian Horror,{2}{B},['B'],2,2,"When Phyrexian Rager enters, you draw a card and you lose 1 life.",common,clb,41a530be-8527-46f9-b1e9-725915fd6d5e
Pitiless Gorgon,Creature — Gorgon,{1}{B/G}{B/G},"['B', 'G']",2,2,Deathtouch,common,clu,e77e14e1-326a-45a2-9522-96c61ddb970b
Polluted Mire,Land,,[],,,"Polluted Mire enters tapped.
{T}: Add {B}.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,dmr,bb724bec-3509-4f5f-84c0-b1b54063d06f
Putrefy,Instant,{1}{B}{G},"['B', 'G']",,,Destroy target artifact or creature. It can't be regenerated.,uncommon,blc,916b3272-1b36-4c4e-b773-0bc696a7ef98
Psychic Whorl,Sorcery,{2}{B},['B'],,,"Target opponent discards two cards. Then if you control a Rat, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,blb,df900308-8432-4a0a-be21-17482026012b
Qarsi Sadist,Creature — Human Cleric,{1}{B},['B'],1,3,"Exploit (When this creature enters, you may sacrifice a creature.)
When Qarsi Sadist exploits a creature, target opponent loses 2 life and you gain 2 life.",common,dtk,068c44b9-0ba8-4275-b73d-18ad366f4b45
Rakshasa Gravecaller,Creature — Demon,{4}{B},['B'],3,6,"Exploit (When this creature enters, you may sacrifice a creature.)
When Rakshasa Gravecaller exploits a creature, create two 2/2 black Zombie creature tokens.",uncommon,dtk,0bf584fd-b13b-4f86-9c9a-fa6514255aba
Rotting Mastodon,Creature — Zombie Elephant,{4}{B},['B'],2,8,,common,ktk,1564a20a-0e57-4ced-9eda-7acff74274e7
Reckless Imp,Creature — Imp,{2}{B},['B'],2,2,"Flying
Reckless Imp can't block.
Dash {1}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)",common,dtk,74a44e0a-5fff-4fc0-a76d-1b097f1d4d5d
Returned Centaur,Creature — Zombie Centaur,{3}{B},['B'],2,4,"When Returned Centaur enters, target player mills four cards.",common,ori,103b369c-da58-40e7-98aa-5a5471434bca
Rise from the Grave,Sorcery,{4}{B},['B'],,,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,uncommon,cm2,30edf8dd-03f7-4db3-919d-8b7687b4ccb6
Rush of Vitality,Instant,{1}{B},['B'],,,"Target creature gets +1/+0 and gains lifelink and indestructible until end of turn. (Damage dealt by that creature also causes its controller to gain that much life, and it can't be destroyed by damage or effects that say ""destroy."")",common,kld,1e53cd8b-18f8-4950-84d4-7aafa26c7ae4
Ruthless Disposal,Sorcery,{4}{B},['B'],,,"As an additional cost to cast this spell, discard a card and sacrifice a creature.
Two target creatures each get -13/-13 until end of turn.",uncommon,emn,fe81c78f-e3e2-4513-9711-896e6a1e6aba
Ruthless Negotiation,Sorcery,{B},['B'],,,"Target opponent exiles a card from their hand. If this spell was cast from a graveyard, draw a card.
Flashback {4}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,blb,c7f4360c-8d68-4058-b9ec-da9948cb060d
Sanguimancy,Sorcery,{4}{B},['B'],,,"You draw X cards and you lose X life, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)",uncommon,bng,fb129def-4055-4b12-9944-39406b451553
Servant of Tymaret,Creature — Zombie,{2}{B},['B'],1,3,"Inspired — Whenever Servant of Tymaret becomes untapped, each opponent loses 1 life. You gain life equal to the life lost this way.
{2}{B}: Regenerate Servant of Tymaret.",common,bng,dfb16d4f-ed42-4b19-9e45-330db88eea9b
Sewer Shambler,Creature — Zombie,{2}{B},['B'],2,1,"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
Scavenge {2}{B} ({2}{B}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",common,rvr,450f741d-837e-4993-ad28-7ef23b1ac8a4
Shadow Stinger,Creature — Vampire Rogue,{2}{B},['B'],1,4,"Tap another untapped Rogue you control: Shadow Stinger gains deathtouch until end of turn.
Whenever Shadow Stinger deals combat damage to a player, that player mills three cards. (They put the top three cards of their library into their graveyard.)",uncommon,znr,093e0b1e-2cd9-4743-9c0e-b8f3fbc41798
Shriek of Dread,Instant,{1}{B},['B'],,,Target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.),common,pls,54a7fb3b-8e81-4763-b2a1-7c2108a00afe
Sibsig Icebreakers,Creature — Zombie,{2}{B},['B'],2,3,"When Sibsig Icebreakers enters, each player discards a card.",common,dtk,3835752e-11a6-406c-8bff-b7d4f2f31d85
Silent Skimmer,Creature — Eldrazi Drone,{3}{B},[],0,4,"Devoid (This card has no color.)
Flying
Whenever Silent Skimmer attacks, defending player loses 2 life.",common,bfz,9b715fc0-9c36-4619-8d65-6d1064ed8a32
Silumgar Butcher,Creature — Zombie Djinn,{4}{B},['B'],3,3,"Exploit (When this creature enters, you may sacrifice a creature.)
When Silumgar Butcher exploits a creature, target creature gets -3/-3 until end of turn.",common,dtk,40cb67f7-b4e1-423b-8f55-d44ed383e778
Skirsdag Supplicant,Creature — Human Cleric,{2}{B},['B'],2,3,"{B}, {T}, Discard a card: Each player loses 2 life.",common,emn,b3f63897-15a1-4b34-9916-d9df62f66785
Skittering Heartstopper,Creature — Insect,{B},['B'],1,2,{B}: Skittering Heartstopper gains deathtouch until end of turn.,common,xln,0722fbdf-c092-4e80-913f-29390177cdcb
Skull Raid,Sorcery,{3}{B},['B'],,,"Target opponent discards two cards. If fewer than two cards were discarded this way, you draw cards equal to the difference.
Foretell {1}{B} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",common,khm,4589c520-4db3-47bf-bfb2-5d7e02ede4bf
Slate Street Ruffian,Creature — Human Warrior,{2}{B},['B'],2,2,"Whenever Slate Street Ruffian becomes blocked, defending player discards a card.",common,ddm,a0efff1e-c4ce-4521-bd7d-2134b96dc7d3
Sorin's Thirst,Instant,{B}{B},['B'],,,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,common,m20,c0dacbb2-21e1-4220-bf43-75a0729cdc60
Spiderwig Boggart,Creature — Goblin Shaman,{2}{B},['B'],2,2,"When Spiderwig Boggart enters, target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)",common,lrw,88e77c10-b569-485f-ba3e-16ef0c57dd81
Strange Augmentation,Enchantment — Aura,{B},['B'],,,"Enchant creature
Enchanted creature gets +1/+1.
Delirium — Enchanted creature gets an additional +2/+2 as long as there are four or more card types among cards in your graveyard.",common,emn,8d9b9847-7ef7-4fcc-ba16-8f2859d53fe6
Succumb to Temptation,Instant,{1}{B}{B},['B'],,,You draw two cards and you lose 2 life.,common,emn,2974e18b-be17-4059-9f29-7afe1d1a51eb
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,nph,c1f11dc9-cedd-4691-9615-0ed65b5398ba
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,nph,267d4321-4411-499c-a476-70c805abf02a
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,mbs,c794f2c8-9c64-4b93-b7d9-3040f325d43c
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,mbs,ca98a492-5c4e-4527-8c03-2ab2442ba7e1
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,0223cf7f-4c6e-487f-babb-a740a15e1f0c
Tidy Conclusion,Instant,{3}{B}{B},['B'],,,Destroy target creature. You gain 1 life for each artifact you control.,common,kld,dfcf6849-4fac-41b9-8e70-dc77c4562a42
Thieving Sprite,Creature — Faerie Rogue,{2}{B},['B'],1,1,"Flying
When Thieving Sprite enters, target player reveals X cards from their hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card.",common,mma,244d864d-fc74-4147-aca6-d0498691b1a9
Touch of Moonglove,Instant,{B},['B'],,,"Target creature you control gets +1/+0 and gains deathtouch until end of turn. Whenever a creature dealt damage by that creature dies this turn, its controller loses 2 life. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.)",common,ori,bf659f2f-983c-4a62-a969-4176e5fbe193
Underhanded Designs,Enchantment,{1}{B},['B'],,,"Whenever an artifact you control enters, you may pay {1}. If you do, each opponent loses 1 life and you gain 1 life.
{1}{B}, Sacrifice Underhanded Designs: Destroy target creature. Activate only if you control two or more artifacts.",uncommon,kld,4392fe0a-a15e-46c6-9a3d-8e30e4dab17f
Unholy Hunger,Instant,{3}{B}{B},['B'],,,"Destroy target creature.
Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, you gain 2 life.",common,uma,c6883e3c-265e-408a-b733-35b89b66dabd
Unnatural Endurance,Instant,{B},[],,,"Devoid (This card has no color.)
Target creature gets +2/+0 until end of turn. Regenerate it.",common,ogw,ac497133-a44a-4acc-ba7e-8fc1fae7e226
Urge to Feed,Instant,{B}{B},['B'],,,"Target creature gets -3/-3 until end of turn. You may tap any number of untapped Vampire creatures you control. If you do, put a +1/+1 counter on each of those Vampires.",uncommon,voc,041606a6-d20b-4241-ae5a-2dd004c47487
Vampire Noble,Creature — Vampire Noble,{2}{B},['B'],3,2,,common,e02,19068744-60df-4099-8b1c-9784ba331362
Veiled Shade,Creature — Shade,{2}{B},['B'],2,2,{1}{B}: Veiled Shade gets +1/+1 until end of turn.,common,grn,35cb18ae-0229-40a1-8838-ffb678ab2ed9
Vessel of Malignity,Enchantment,{1}{B},['B'],,,"{1}{B}, Sacrifice Vessel of Malignity: Target opponent exiles two cards from their hand. Activate only as a sorcery.",common,soi,81b44857-1edb-4de4-b646-917101faf881
Village Rites,Instant,{B},['B'],,,"As an additional cost to cast this spell, sacrifice a creature.
Draw two cards.",common,lcc,2841339b-faef-407d-9838-d03fe80e6294
Visions of Brutality,Enchantment — Aura,{1}{B},[],,,"Devoid (This card has no color.)
Enchant creature
Enchanted creature can't block.
Whenever enchanted creature deals damage, its controller loses that much life.",uncommon,ogw,ec9ed374-54ad-4b81-b071-0b4668feb282
Vivid Marsh,Land,,[],,,"Vivid Marsh enters tapped with two charge counters on it.
{T}: Add {B}.
{T}, Remove a charge counter from Vivid Marsh: Add one mana of any color.",uncommon,c17,b71b3df3-e188-45bb-8dc8-53fd4d527735
Vulturous Aven,Creature — Bird Shaman,{3}{B},['B'],2,3,"Flying
Exploit (When this creature enters, you may sacrifice a creature.)
When Vulturous Aven exploits a creature, you draw two cards and you lose 2 life.",common,dtk,b2fb0cc9-aebd-4bbf-8735-add3b753c118
Without Weakness,Instant,{1}{B},['B'],,,"Target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it. If its toughness is 0 or less, it's still put into its owner's graveyard.)
Cycling {2} ({2}, Discard this card: Draw a card.)",common,hou,d6695fa8-881c-407c-91d9-3ac770372d35
Warchanter of Mogis,Creature — Minotaur Shaman,{3}{B}{B},['B'],3,3,"Inspired — Whenever Warchanter of Mogis becomes untapped, target creature you control gains intimidate until end of turn. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)",common,bng,757948b3-8cb2-4709-9bbf-031c2bf6d4c5
Weight of the Underworld,Enchantment — Aura,{3}{B},['B'],,,"Enchant creature
Enchanted creature gets -3/-2.",common,ori,e2f31943-e26c-4bd2-bdbd-d980836f99b9
Wake of Vultures,Creature — Bird,{3}{B},['B'],3,1,"Flying
{1}{B}, Sacrifice a creature: Regenerate Wake of Vultures.",common,vis,52420b80-7f34-4426-ac97-a6e15167c7a9
Zombie Infestation,Enchantment,{1}{B},['B'],,,Discard two cards: Create a 2/2 black Zombie creature token.,uncommon,dmr,ef2c8aca-3ade-46b0-8366-ab3b244eca01
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,4650ebaf-8e9f-431c-998d-e0f426b24d41
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,dcdbc78a-7854-4a66-911f-a40b33e25f39
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,faa54bef-c90e-4e9b-b94b-942ea829e0d2
Consumed by Greed,Instant,{1}{B}{B},['B'],,,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Target opponent sacrifices a creature with the greatest power among creatures they control. If the gift was promised, return target creature card from your graveyard to your hand.",uncommon,blb,e50acc41-3517-42db-b1d3-1bdfd7294d84
Bandit's Talent,Enchantment — Class,{1}{B},['B'],,,"(Gain the next level as a sorcery to add its ability.)
When Bandit's Talent enters, each opponent discards two cards unless they discard a nonland card.
{B}: Level 2
At the beginning of each opponent's upkeep, if that player has one or fewer cards in hand, they lose 2 life.
{3}{B}: Level 3
At the beginning of your draw step, draw an additional card for each opponent who has one or fewer cards in hand.",uncommon,blb,485dc8d8-9e44-4a0f-9ff6-fa448e232290
Agate-Blade Assassin,Creature — Lizard Assassin,{1}{B},['B'],1,3,"Whenever Agate-Blade Assassin attacks, defending player loses 1 life and you gain 1 life.",common,blb,39ebb84a-1c52-4b07-9bd0-b360523b3a5b
"Glarb, Calamity's Augur",Legendary Creature — Frog Wizard Noble,{B}{G}{U},"['B', 'G', 'U']",2,4,"Deathtouch
You may look at the top card of your library any time.
You may play lands and cast spells with mana value 4 or greater from the top of your library.
{T}: Surveil 2.",mythic,blb,b6fab12e-0f81-4728-9a35-4dc896ba3744
